Product Name,Article Number,Product Description,Designer,Number of Ratings,Overall Rating,Product Department,Product Subfunction,Number of Packages,Package Width,Package Height,Package Length,Package Weight
VÄGGIS,202.672.20,"This classic cork noticeboard is perfect for notes, important reminders, or to pin up your favorite pictures and prints. Hang up one or hang up several – either vertically or horizontally.",IKEA of Sweden,24,4.3,Dining,Noticeboards,1,39 cm,2 cm,58 cm,0.90 kg
LUNS,002.672.40,"Perfect for keys, mail and mobile phones.
								                                                                                          
								You can write messages with chalk and use magnets on the board.",Sanna Dahlman,19,4.5,Dining,Noticeboards,1,48 cm,4 cm,72 cm,2.32 kg
SKURAR,103.106.29,Can be hung horizontally or vertically to fit in the space available.,Ehlén Johansson,16,4.8,Dining,Noticeboards,1,37 cm,2 cm,52 cm,1.26 kg
KLUDD,101.148.74,Preferably use whiteboard pens as they are easy to wipe off.,IKEA of Sweden,22,4.3,Dining,Noticeboards,1,46 cm,3 cm,68 cm,3.03 kg
KVISSLE,602.039.57,Easy to pull out and lift as the magazine file has a handle.,Eva Lilja Löwenhielm,7,5,Dining,Magazine files,1,25 cm,10 cm,32 cm,1.55 kg
PLUGGIS,202.346.92,,Marcus Arvonen,7,4.4,Dining,Magazine files,1,25 cm,9 cm,32 cm,1.14 kg
FLYT,500.223.54,,IKEA of Sweden,41,4.7,Dining,Magazine files,1,33 cm,3 cm,38 cm,0.45 kg
DRÖNA,103.003.19,"This velvety fabric box adds a sense of softness to your storage – whether it’s in the walk-in closet or in the living room. It is dimensioned for KALLAX shelving, adding style and function.",IKEA of Sweden,95,4.7,Dining,Paper & media boxes,1,34 cm,1 cm,70 cm,0.95 kg
KNALLBÅGE,504.343.31,"Convenient pocket storage at your service on the armrest, in the hallway, in the bedroom or behind the door. It takes up little space and the soft felt fabric creates a feeling of lasting quality.",IKEA of Sweden,3,4,Dining,Media accessories,1,na,na,30 cm,0.27 kg
LEKMAN,102.471.38,"Perfect for everything from newspapers to clothes.
								                                                                                          
								The box fits perfectly in KALLAX shelf.",Tord Björklund,50,4.3,Dining,Paper & media boxes,1,34 cm,6 cm,38 cm,2.50 kg
DRÖNA,003.062.70,"This velvety fabric box adds a sense of softness to your storage – whether it’s in the walk-in closet or in the living room. It is dimensioned for KALLAX shelving, adding style and function.",,48,4.8,Dining,Paper & media boxes,1,33 cm,1 cm,69 cm,0.90 kg
DRÖNA,703.980.06,"Perfect for everything from newspapers to clothes.
								                                                                                          
								Easy to pull out as the box has handles on both sides.",,51,4.8,Dining,Paper & media boxes,1,33 cm,1 cm,69 cm,0.90 kg
DRÖNA,103.823.91,"This velvety fabric box adds a sense of softness to your storage – whether it’s in the walk-in closet or in the living room. It is dimensioned for KALLAX shelving, adding style and function.",,36,4.7,Dining,Paper & media boxes,1,33 cm,1 cm,69 cm,0.90 kg
DRÖNA,503.980.07,"Perfect for everything from newspapers to clothes.
								                                                                                          
								Easy to pull out as the box has handles on both sides.",,38,4.9,Dining,Paper & media boxes,1,33 cm,1 cm,69 cm,0.90 kg
DRÖNA,203.823.95,"This velvety fabric box adds a sense of softness to your storage – whether it’s in the walk-in closet or in the living room. It is dimensioned for KALLAX shelving, adding style and function.",,39,4.8,Dining,Paper & media boxes,1,34 cm,2 cm,69 cm,0.91 kg
KVISSLE,701.980.31,You can easily access your papers as the compartments can be pulled out.,Eva Lilja Löwenhielm,43,4.9,Dining,Desk accessories,1,34 cm,6 cm,35 cm,4.78 kg
SPONTAN,701.594.83,,K Hagberg/M Hagberg,11,4.5,Dining,Noticeboards,1,14 cm,1 cm,18 cm,0.15 kg
KUGGIS,202.802.07,"Our smallest KUGGIS box is handy for storing smaller gadgets, cables or pencils. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,26,4.8,Dining,Paper & media boxes,1,18 cm,8 cm,26 cm,0.32 kg
KUGGIS,502.823.04,"This low, medium-size KUGGIS box is handy for storing things like paper or desk accessories. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,23,4.9,Dining,Paper & media boxes,1,26 cm,8 cm,35 cm,0.60 kg
KUGGIS,004.083.39,"Our smallest KUGGIS box is handy for storing smaller gadgets, cables or pencils. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,3,4.7,Dining,Paper & media boxes,1,18 cm,8 cm,26 cm,0.32 kg
KUGGIS,704.083.45,"This low, medium-size KUGGIS box is handy for storing things like paper or desk accessories. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,na,See Reviews,Dining,Paper & media boxes,1,26 cm,8 cm,35 cm,0.60 kg
KUGGIS,602.802.05,"Our medium-size KUGGIS box is handy for storing things like paper, gadgets or hobby items. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,41,4.8,Dining,Paper & media boxes,1,26 cm,15 cm,35 cm,0.87 kg
KUGGIS,404.083.42,"Our medium-size KUGGIS box is handy for storing things like paper, gadgets or hobby items. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,3,5,Dining,Paper & media boxes,1,26 cm,15 cm,35 cm,0.87 kg
KUGGIS,102.802.03,"This large size KUGGIS box is spacious enough for gaming supplies, hobby equipment or clothes. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,45,4.9,Dining,Paper & media boxes,1,36 cm,21 cm,53 cm,2.44 kg
KUGGIS,104.083.48,"This large size KUGGIS box is spacious enough for gaming supplies, hobby equipment or clothes. The glossy, modern design is made from PET plastic – recycled and transformed into useful storage for you.",IKEA of Sweden,3,5,Dining,Paper & media boxes,1,36 cm,21 cm,53 cm,2.44 kg
KUGGIS,002.802.08,You can use this smart insert on its own or to add an extra shelf to our biggest KUGGIS box. A practical solution for gaming and arts and crafts – keeping all those smaller things organized.,IKEA of Sweden,23,4.6,Dining,Paper & media boxes,1,36 cm,6 cm,54 cm,1.12 kg
KUGGIS,504.083.51,You can use this smart insert on its own or to add an extra shelf to our biggest KUGGIS box. A practical solution for gaming and arts and crafts – keeping all those smaller things organized.,IKEA of Sweden,3,4.7,Dining,Paper & media boxes,1,36 cm,6 cm,54 cm,1.12 kg
GRÅSIDAN,804.024.42,These boxes help you organize and store smaller items inside your drawers.,,14,4.6,Dining,Cable management & accessories,1,29 cm,5 cm,30 cm,0.42 kg
SOCKERBIT,603.160.68,"Great for storing smaller items that might otherwise get lost in large boxes. There’s a space for labels so you can keep track of what’s inside. SOCKERBIT boxes are durable, sturdy and stackable.",K Hagberg/M Hagberg,3,4.7,Dining,Baskets,1,19 cm,2 cm,26 cm,0.09 kg
SOCKERBIT,504.020.14,Great for organizing small things such as hobby items or screws.,K Hagberg/M Hagberg,2,5,Dining,Baskets,1,19 cm,2 cm,26 cm,0.09 kg
SOCKERBIT,403.160.69,"This box has practical handles and a built-in locking function in the lid. It protects your things from dirt and dust in the basement, garage or attic. SOCKERBIT boxes are durable, sturdy and stackable.",K Hagberg/M Hagberg,7,4.9,Dining,Baskets,1,25 cm,2 cm,38 cm,0.20 kg
SOCKERBIT,804.020.17,"Practical for storing everything, from seasonal items and hobby items to small tools.",K Hagberg/M Hagberg,4,4,Dining,Paper & media boxes,1,25 cm,2 cm,38 cm,0.20 kg
SOCKERBIT,803.160.67,"Practical for storing everything, from seasonal clothes and shoes to sports items and tools.",K Hagberg/M Hagberg,12,5,Dining,Baskets,1,38 cm,2 cm,51 cm,0.53 kg
SOCKERBIT,204.020.20,"Practical for storing everything, from seasonal clothes and shoes to sports items and tools.",K Hagberg/M Hagberg,2,5,Dining,Paper & media boxes,1,38 cm,2 cm,51 cm,0.46 kg
BATTING,603.272.36,"The style of the BATTING basket is reminiscent of traditional straw craftsmanship, but it’s woven from paper. This set is perfect for organising different-sized things instead of putting it all in one box.",,2,5,Dining,Paper & media boxes,1,27 cm,18 cm,35 cm,1.53 kg
RISSLA,202.461.62,"Helps you to keep your desk clear from small things like pens, rulers, mobile phone and USBs.",Ebba Strandmark,13,4.8,Dining,Desk accessories,1,23 cm,16 cm,32 cm,0.76 kg
PALLRA,502.724.80,"Home sweet home for crafts, paper, jewelry or smaller things that need their own place. A sturdy chest with fish scale texture. Use it on its own or pair it with EKET cabinet.",IKEA of Sweden,13,3.9,Dining,Paper & media boxes,1,31 cm,26 cm,31 cm,2.50 kg
TJENA,103.954.16,"Important papers and children's drawings not organized? With a magazine file, things get organized quickly. Choose a color you like and keep it, or let the creativity flow and create your own design.",IKEA of Sweden,3,5,Dining,Magazine files,1,35 cm,1 cm,36 cm,0.44 kg
TJENA,003.954.74,"Important papers and children's drawings not organized? With a magazine file, things get organized quickly. Choose a color you like and keep it, or let the creativity flow and create your own design.",IKEA of Sweden,2,5,Dining,Magazine files,1,35 cm,1 cm,36 cm,0.44 kg
BESTÅ,003.075.52,"Helps you keep your BESTÅ storage combination organized. Perfect for storing anything, from magazines and remote controls to DVDs, toys, or hobby supplies.",,16,4.7,Dining,BESTÅ Series,1,15 cm,4 cm,31 cm,0.26 kg
BESTÅ,803.075.53,"Helps you keep your BESTÅ storage combination organized. Perfect for storing anything, from magazines and remote controls to DVDs, toys, or hobby supplies.",,5,5,Dining,BESTÅ Series,1,21 cm,4 cm,50 cm,0.56 kg
TJENA,403.954.86,"This box is just right for paper, keepsakes or accessories, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,7,4.4,Dining,Clothes boxes,1,26 cm,4 cm,59 cm,0.54 kg
FJÄLLA,503.744.45,"This desk organizer keeps pens, papers and pencils in place so your desk looks neat. A classic design with metal details and reinforced edges. Matches nicely with other FJÄLLA products.",IKEA of Sweden,18,4.8,Dining,Desk accessories,1,25 cm,21 cm,35 cm,0.86 kg
TJENA,903.954.22,"This box is just right for paper, keepsakes or accessories, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,7,3.4,Dining,Paper & media boxes,1,26 cm,4 cm,59 cm,0.54 kg
FJÄLLA,103.956.66,"The classic design with details like metal edging, handle and label holder lets you stay organized in style. The magazine file matches nicely with other FJÄLLA products.",IKEA of Sweden,18,4.6,Dining,Magazine files,1,34 cm,3 cm,38 cm,0.52 kg
TJENA,603.954.85,"This box can be used for organizing smaller things like cords, tape or strings. Choose a color you like – keep it as it is or be creative and design your own look.",IKEA of Sweden,4,4.3,Dining,Boxes & baskets,1,26 cm,4 cm,42 cm,0.36 kg
TJENA,103.954.21,"This box can be used for organizing smaller things like cords, tape or strings. Choose a color you like – keep it as it is or be creative and design your own look.",IKEA of Sweden,2,4.5,Dining,Clothes boxes,1,26 cm,4 cm,42 cm,0.36 kg
TJENA,303.954.77,"This box is just right for paper, keepsakes or accessories, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,9,4.7,Dining,Clothes boxes,1,36 cm,4 cm,60 cm,0.79 kg
TJENA,603.954.28,"This box is just right for paper, keepsakes or accessories, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,3,5,Dining,Clothes boxes,1,36 cm,4 cm,60 cm,0.79 kg
TJENA,503.954.76,"This box is big enough for storing toys and games, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,11,3.3,Dining,Clothes boxes,1,47 cm,4 cm,59 cm,0.99 kg
TJENA,503.954.19,"This box is big enough for storing toys and games, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden,9,3.6,Dining,Boxes & baskets,1,47 cm,4 cm,59 cm,0.99 kg
TJENA,903.743.49,A perfect size box for storing larger things inside or on top of a cabinet. The handles make it easy to pull out and carry. Choose a color you like – keep it as it is or be creative and design your own look.,IKEA of Sweden,4,4,Dining,Clothes boxes,1,51 cm,3 cm,84 cm,1.68 kg
FJÄLLA,003.956.62,"The classic design with details like metal edging, handle and label holder lets you stay organized in style. The magazine file matches nicely with other FJÄLLA products.",IKEA of Sweden,10,4.5,Dining,Magazine files,1,34 cm,3 cm,38 cm,0.54 kg
SMÅRASSEL,203.000.07,"Suitable for papers, photos, and other keepsakes.
								                                                                                          
								The label holder helps you organize and find your things.",IKEA of Sweden,5,4.8,Dining,Paper & media boxes,1,27 cm,3 cm,35 cm,0.31 kg
FJÄLLA,403.956.79,"A smaller box that works just as well by the desk as in the wardrobe. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,2,5,Dining,Paper & media boxes,1,26 cm,4 cm,41 cm,0.41 kg
FJÄLLA,703.956.73,"A smaller box that works just as well by the desk as in the wardrobe. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,2,5,Dining,Paper & media boxes,1,26 cm,4 cm,41 cm,0.41 kg
FJÄLLA,104.040.29,"A medium-size box that’s perfect for papers, games or clothes. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,1,2,Dining,Clothes boxes,1,47 cm,5 cm,58 cm,0.93 kg
FJÄLLA,204.040.19,"A medium-size box that’s perfect for papers, games or clothes. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,2,4,Dining,Clothes boxes,1,47 cm,5 cm,58 cm,0.93 kg
FJÄLLA,803.956.77,A perfect size box for storing bigger things inside or on top of a cabinet. The handles make it easy to pull out and carry. Details like metal corners and label holders let you stay organized with style.,IKEA of Sweden,6,4.5,Dining,Paper & media boxes,1,51 cm,4 cm,84 cm,1.58 kg
FJÄLLA,503.956.69,A perfect size box for storing bigger things inside or on top of a cabinet. The handles make it easy to pull out and carry. Details like metal corners and label holders let you stay organized with style.,IKEA of Sweden,1,4,Dining,Clothes boxes,1,51 cm,4 cm,84 cm,1.58 kg
FJÄLLA,603.956.83,"A medium-size box that’s perfect for papers, games or clothes. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,2,4,Dining,Clothes boxes,1,36 cm,4 cm,60 cm,0.77 kg
FJÄLLA,003.956.76,"A medium-size box that’s perfect for papers, games or clothes. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden,3,5,Dining,Paper & media boxes,1,36 cm,4 cm,60 cm,0.77 kg
MOPPE,402.163.57,"Helps you organize everything from paper, USB sticks and rechargers to makeup and accessories.",,58,4.9,Dining,Paper & media boxes,1,32 cm,18 cm,42 cm,4.00 kg
BEKANT,502.688.12,The screen creates a quiet and pleasant working environment by providing privacy and absorbing sound.,K Malmvall/E Lilja Löwenhielm,2,5,Dining,GALANT/BEKANT system,1,83 cm,33 cm,117 cm,3.71 kg
FJÄLLA,103.992.02,"The classic design with details like metal edging, handle and label holder lets you stay organized in style. The magazine file matches nicely with other FJÄLLA products.",IKEA of Sweden/S Edholm/L Ullenius,3,4.7,Dining,Paper & media boxes,1,34 cm,3 cm,38 cm,0.52 kg
FJÄLLA,903.991.99,"This desk organizer keeps pens, papers and pencils in place so your desk looks neat. A classic design with metal details and reinforced edges. Matches nicely with other FJÄLLA products.",IKEA of Sweden/S Edholm/L Ullenius,4,5,Dining,Paper & media boxes,1,25 cm,21 cm,35 cm,0.86 kg
TJENA,203.982.21,"Big enough for toys and games, and durable enough to be used every day. Pretty and majestic – regardless if it’s freestanding or with other boxes in the TJENA series.",IKEA of Sweden/S Edholm/L Ullenius,5,5,Dining,Boxes & baskets,1,47 cm,4 cm,59 cm,0.99 kg
TJENA,004.038.17,"This box can be used for organizing smaller things like cords, tape or strings. Choose a color you like – keep it as it is or be creative and design your own look.",IKEA of Sweden/S Edholm/L Ullenius,5,4.2,Dining,Boxes & baskets,1,26 cm,4 cm,42 cm,0.36 kg
TJENA,404.038.15,"This box is just right for paper, keepsakes or accessories, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden/S Edholm/L Ullenius,3,5,Dining,Clothes boxes,1,36 cm,4 cm,60 cm,0.79 kg
TJENA,704.038.09,"This box is big enough for storing toys and games, and durable enough for everyday use. Choose a color you like – keep it the way it is or be creative and design your own look.",IKEA of Sweden/S Edholm/L Ullenius,2,2.5,Dining,Clothes boxes,1,47 cm,4 cm,59 cm,0.99 kg
TJENA,703.982.14,"With this box you can keep small things like chargers, tape and strings organized. Pretty and majestic – regardless if it’s freestanding or with other boxes in the TJENA series.",IKEA of Sweden/S Edholm/L Ullenius,6,4.7,Dining,Boxes & baskets,1,26 cm,4 cm,42 cm,0.36 kg
TJENA,403.982.15,"Perfect for paper, collectibles or other accessories, and durable enough to be used every day. Pretty and majestic – regardless if it’s freestanding or with other boxes in the TJENA series.",IKEA of Sweden/S Edholm/L Ullenius,7,4.9,Dining,Paper & media boxes,1,36 cm,4 cm,60 cm,0.79 kg
FJÄLLA,103.991.98,"A smaller box that works just as well by the desk as in the wardrobe. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden/S Edholm/L Ullenius,1,4,Dining,Clothes boxes,1,26 cm,4 cm,41 cm,0.41 kg
FJÄLLA,403.991.92,"A medium-size box that’s perfect for papers, games or clothes. The classic design with details like metal corners, handles and label holders lets you stay organized with style.",IKEA of Sweden/S Edholm/L Ullenius,2,5,Dining,Clothes boxes,1,36 cm,4 cm,60 cm,0.77 kg
KVARNVIK,303.970.75,These round-shaped boxes are like fashionable boxes of the past. Perfect for storing scarves or other accessories. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,na,See Reviews,Dining,Paper & media boxes,1,29 cm,15 cm,29 cm,1.13 kg
KVARNVIK,603.970.74,Like fashionable boxes of the past. This size is perfect for storing things like jewelry or makeup. Woven paper on the outside and an extra touch with a check-pattern lining on the inside,IKEA of Sweden,3,4.7,Dining,Clothes boxes,1,26 cm,4 cm,42 cm,0.49 kg
KVARNVIK,903.970.63,Like fashionable boxes of the past. This size is perfect for things like papers or keepsakes. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,2,4.5,Dining,Paper & media boxes,1,36 cm,5 cm,59 cm,0.98 kg
KVARNVIK,603.970.69,Like fashionable boxes of the past. This size is perfect for things like games or clothes. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,4,4.5,Dining,Clothes boxes,1,47 cm,4 cm,59 cm,1.26 kg
KVARNVIK,602.566.63,These round-shaped boxes are like fashionable boxes of the past. Perfect for storing scarves or other accessories. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,8,4.1,Dining,Paper & media boxes,1,29 cm,15 cm,29 cm,1.13 kg
KVARNVIK,704.128.75,Like fashionable boxes of the past. This size is perfect for storing things like jewelry or makeup. Woven paper on the outside and an extra touch with a check-pattern lining on the inside,IKEA of Sweden,6,4.8,Dining,Clothes boxes,1,26 cm,4 cm,42 cm,0.49 kg
KVARNVIK,104.128.78,Like fashionable boxes of the past. This size is perfect for things like papers or keepsakes. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,8,5,Dining,Paper & media boxes,1,36 cm,5 cm,59 cm,0.98 kg
KVARNVIK,504.128.81,Like fashionable boxes of the past. This size is perfect for things like games or clothes. Woven paper on the outside and an extra touch with a check-pattern lining on the inside.,IKEA of Sweden,9,4.7,Dining,Paper & media boxes,1,47 cm,4 cm,59 cm,1.23 kg
BESTÅ,403.075.50,You can see and find everything easily since the drawer divider has different compartments.,,2,5,Dining,BESTÅ Series,1,32 cm,6 cm,51 cm,0.20 kg
SOCKERBIT,503.161.82,These boxes work just as well for smaller things like screws and nails in the garage as for hobby items indoors. Use several boxes to keep things separate and organized.,IKEA of Sweden,10,4.9,Dining,Baskets,1,19 cm,15 cm,25 cm,0.23 kg
SOCKERBIT,304.020.05,You get a better overview of your small items if you use many small boxes instead of gathering everything in one large box.,IKEA of Sweden,4,5,Dining,Paper & media boxes,1,19 cm,15 cm,25 cm,0.22 kg
BLÄDDRA,104.337.29,"Perfect for everything from newspapers to clothes.
								                                                                                          
								Easy to pull out as the box has handles on both sides.",,1,5,Dining,Baskets,1,33 cm,2 cm,70 cm,0.93 kg
BRÄDA,601.501.76,A rubber strip on the underside keeps the laptop support firmly in place while you are working.,Sarah Fager,53,4.5,Dining,Laptop tables,1,31 cm,9 cm,42 cm,0.69 kg
DRÖNA,804.439.80,"This velvety fabric box adds a sense of softness to your storage – whether it’s in the walk-in closet or in the living room. It is dimensioned for KALLAX shelving, adding style and function.",,na,See Reviews,Dining,Paper & media boxes,1,34 cm,1 cm,70 cm,0.95 kg
INKILNING,204.324.61,,,1,5,Dining,Media accessories,1,21 cm,7 cm,37 cm,1.35 kg
INKILNING,204.327.10,,,na,See Reviews,Dining,Media accessories,1,21 cm,7 cm,37 cm,1.35 kg
ISBERGET,003.263.34,"It goes where your tablet goes – wherever you work, watch movies, or read recipes. This tablet stand can be tilted in two positions so you get a comfortable viewing angle",Sarah Fager,122,4.7,Dining,Media accessories,1,25 cm,2 cm,26 cm,0.26 kg
KVISSLE,803.972.14,In this desk organizer you can gather and store all the small things that otherwise easily disappear. A timeless design in white and cork that is just as suitable at home as at the office.,Eva Lilja Löwenhielm,1,5,Dining,Desk accessories,1,18 cm,11 cm,36 cm,1.43 kg
MYRHEDEN,003.382.33,Twelve clips are included to hang your objects. Includes 4 hooks to hang keys and other small things.,Anki Gneib,14,4.7,Dining,Wall frames,1,45 cm,5 cm,63 cm,0.65 kg
PLEJA,003.480.48,Tired of small things that lie around on the desk and in boxes? This desk organizer in metal and cork helps you keep things organized. Timeless design which is both decorative and practical.,IKEA of Sweden,2,3.5,Dining,Desk accessories,1,26 cm,8 cm,34 cm,0.58 kg
PLEJA,403.480.46,"Keeping papers organized can be a challenge, but with this letter tray you can at least gather all papers in one place. Timeless design which is both decorative and practical.",IKEA of Sweden,12,4.2,Dining,Desk accessories,1,26 cm,11 cm,34 cm,0.64 kg
PLEJA,203.480.47,Are you used to working in different places throughout the home? You can easily carry what you need in this wire basket with handle. Timeless design which is both decorative and practical.,IKEA of Sweden,3,4.3,Dining,Desk accessories,1,27 cm,16 cm,36 cm,0.86 kg
RISSLA,402.461.56,"The bent front edge keeps the desk pad in place.
								                                                                                          
								The surface can withstand coffee spills, scratches and rubbing without losing color.",Ebba Strandmark,11,4.9,Dining,Desk accessories,1,58 cm,3 cm,87 cm,3.58 kg
SKVALLRA,103.949.35,"When creativity flows, sometimes there isn’t enough room on the paper. Then it's good to have a desk pad that protects the tabletop so that artists of all ages can create freely.",IKEA of Sweden,21,2.4,Dining,Desk accessories,1,38 cm,0 cm,58 cm,0.33 kg
TJENA,303.982.25,"The desk organizer is perfect for storing all kinds of small things – and since the 5 boxes are loose, you can move and place them in the way that suits you and your things best.",IKEA of Sweden/S Edholm/L Ullenius,5,5,Dining,Desk accessories,1,18 cm,9 cm,25 cm,0.41 kg
TJENA,603.954.52,"The desk organizer is perfect for storing all kinds of small things – and since the 5 boxes are loose, you can move and place them in the way that suits you and your things best.",IKEA of Sweden,1,5,Dining,Desk accessories,1,18 cm,9 cm,25 cm,0.41 kg
TJENA,803.954.89,"The desk organizer is perfect for storing all kinds of small things – and since the 5 boxes are loose, you can move and place them in the way that suits you and your things best.",IKEA of Sweden,2,5,Dining,Boxes & baskets,1,18 cm,9 cm,25 cm,0.41 kg
TJENA,503.982.10,"Important papers and children's drawings not organized? With a magazine file, things get organized quickly. Choose a color you like and keep it, or let the creativity flow and create your own design.",IKEA of Sweden/S Edholm/L Ullenius,3,4.7,Dining,Magazine files,1,35 cm,1 cm,36 cm,0.44 kg
SIGNUM,302.002.53,Collects your cables and cords together. Makes it easier to keep your work area tidy.,IKEA of Sweden,7,4.6,Dining,Cable management & accessories,1,21 cm,5 cm,86 cm,0.55 kg
SUMMERA,802.522.68,,Eva Lilja Löwenhielm,17,3.8,Dining,GALANT/BEKANT system,1,33 cm,5 cm,39 cm,1.14 kg
DAGOTTO,402.409.89,"This foot rest helps you sit in a good working position at your desk and reduces strain on your legs, back and neck.",,23,4.6,Dining,Cable management & accessories,1,31 cm,4 cm,49 cm,1.51 kg
KOLON,448.811.00,"A practical solution under your child’s chair at the dining table or under your work chair to spare your floor from spills, wear and dirt. It’s transparent so your rug or floor will shine through.",IKEA of Sweden,81,3.8,Dining,Office chairs,1,105 cm,0 cm,125 cm,2.92 kg
GILTA,903.458.23,The drawer mat protects your things and keeps them neatly in place.,,1,5,Dining,Cable management & accessories,1,53 cm,0 cm,60 cm,0.14 kg
SUMMERA,202.224.58,"Dampens sounds and protects the drawer against scratches.
								                                                                                          
								Drawer inserts help organize small things in a big drawer.",IKEA of Sweden,6,4.5,Dining,Cable management & accessories,1,37 cm,3 cm,45 cm,0.38 kg
FIXA,601.692.51,The FIXA series has all the tools and equipment you need to get your home just the way you want it. Complement the tools you already have or build a DIY starter kit for all your future projects.,Henrik Preutz,3,4,Dining,Cable management & accessories,1,14 cm,5 cm,19 cm,0.23 kg
UPPLEVA,802.248.93,Makes it easy for you to collect and conceal cords for your wall-mounted TV.,IKEA of Sweden,11,4.5,Dining,Cable management & accessories,1,9 cm,2 cm,75 cm,0.21 kg
MONTERA,301.474.25,,IKEA of Sweden,10,2.5,Dining,Cables & accessories,1,4 cm,3 cm,110 cm,0.20 kg
UPPLEVA,002.267.92,The built-in level makes it easy for you to hang your TV straight.,IKEA of Sweden,34,4.7,Dining,BESTÅ Series,1,11 cm,5 cm,31 cm,0.66 kg
UPPLEVA,402.267.90,The built-in level makes it easy for you to hang your TV straight.,IKEA of Sweden,11,4.7,Dining,Cable management & accessories,1,24 cm,8 cm,27 cm,1.88 kg
UPPLEVA,203.305.99,"The TV-bracket can be angled to change the viewing position, and for easy access to cords and connections.",,8,3.8,Dining,BESTÅ Series,1,21 cm,12 cm,71 cm,6.33 kg
GRÅSIDAN,804.024.42,These boxes help you organize and store smaller items inside your drawers.,,14,4.6,Dining,Cable management & accessories,1,29 cm,5 cm,30 cm,0.42 kg
ROTHULT,004.296.19,The keyless smart lock makes it easy and safe to store personal items. You can lock it with the included master keycards – or in some cases with a smartphone or card with NFC/RFID technology.,IKEA of Sweden,na,See Reviews,Dining,Cables & accessories,1,8 cm,5 cm,11 cm,0.20 kg
GRUNKA,300.833.34,,IKEA of Sweden,24,4.8,Dining,Cooking utensils,1,8 cm,8 cm,28 cm,0.49 kg
FULLÄNDAD,804.359.42,Gentle to pots and pans with non-stick coating.,IKEA of Sweden,3,5,Dining,Cooking utensils,1,12 cm,10 cm,35 cm,0.23 kg
DIREKT,501.375.81,Gentle to pots and pans with non-stick coating.,,27,4.6,Dining,Cooking utensils,1,12 cm,8 cm,33 cm,0.27 kg
GNARP,303.358.41,Gentle to pots and pans with non-stick coating.,Ola Wihlborg,45,4.7,Dining,Cooking utensils,1,9 cm,6 cm,31 cm,0.12 kg
JÄMFÖRLIG,102.336.69,Two gears allow you to choose the speed and vary the power.,Wiebke Braasch,14,3.9,Dining,Cooking preparation tools,1,26 cm,8 cm,33 cm,0.36 kg
PÅBJUDA,202.950.63,,,44,4.8,Dining,Cooking utensils,1,8 cm,7 cm,28 cm,0.07 kg
KONCIS,000.815.34,,IKEA of Sweden,68,3.6,Dining,Cooking preparation tools,1,5 cm,5 cm,18 cm,0.20 kg
KONCIS,000.891.63,"The insert can be removed for easier cleaning.
								                                                                                          
								Also works with unpeeled cloves.",IKEA of Sweden,71,4.9,Dining,Cooking preparation tools,1,5 cm,3 cm,16 cm,0.27 kg
IDEALISK,761.142.85,,,19,4.5,Dining,Cooking preparation tools,1,11 cm,9 cm,25 cm,0.42 kg
VARDAGEN,103.098.19,,Preutz/Wihlborg/Braasch/Karlsson,9,4.7,Dining,Cooking preparation tools,1,7 cm,3 cm,33 cm,0.16 kg
